system:index,Elevation,LST,NDVI,NDWI,Precipitation,SI2,Slope,Wind,.geo
17,29,42.85000000000002,0.02570051757986787,-0.05633673375608862,32.119833097985975,0.37469533290394746,0.0,2.6899781920198267,"{""type"":""Point"",""coordinates"":[59.47793498595788,44.31768711597523]}"
18,53,44.552105263157955,0.07903427019886991,-0.1565203712442976,28.697396744653815,0.41269440570475385,0.49478630686892655,2.1401189477196714,"{""type"":""Point"",""coordinates"":[60.85974790068899,43.69350071784151]}"
19,35,42.12894736842111,0.042513386233146294,-0.12833403155983808,33.05021095923439,0.48485514589411133,0.11593620909182091,2.43348527480684,"{""type"":""Point"",""coordinates"":[60.302912267010925,44.27416912852311]}"
20,29,37.95777777777778,0.020255063765941543,-0.05631067961165053,31.83208505283733,0.35675543443653385,0.0,1.973747870594023,"{""type"":""Point"",""coordinates"":[58.514284226977566,44.6192395757444]}"
21,29,41.94777777777779,0.0249873588403843,-0.09118503916403539,25.722924216650426,0.43935549092952836,0.0,2.712844220975964,"{""type"":""Point"",""coordinates"":[59.77117794876236,44.1725808287411]}"
22,37,42.004736842105274,0.048642689816728674,-0.09096122141781952,56.894876611200516,0.468704323107863,0.16250620132729443,1.9890008263206864,"{""type"":""Point"",""coordinates"":[58.7764511366519,44.48592550889483]}"
23,29,38.74666666666673,0.03265120509322413,-0.07417218543046356,75.76759397250407,0.3613259366555355,0.0,1.6655313114006052,"{""type"":""Point"",""coordinates"":[58.763151416931116,44.95120164889871]}"
24,158,42.22789473684213,0.06075351035729183,-0.1534391534391534,19.166197372699266,0.43875829336891176,0.19801391760083084,1.9391573901769408,"{""type"":""Point"",""coordinates"":[58.31023279678784,43.75928949304987]}"
25,29,39.435555555555595,0.01901963816298134,-0.05651302605210421,37.21850399456525,0.4326648847549336,0.0,1.552148159908688,"{""type"":""Point"",""coordinates"":[58.7029485593753,45.43601453730071]}"
26,53,40.82052631578949,0.08665423096489747,-0.19218604651162796,16.46929482896485,0.3459116939335818,0.11593620909182091,2.015470395914168,"{""type"":""Point"",""coordinates"":[59.32350084057165,43.82363596205682]}"
27,52,42.66263157894741,0.08018352632728865,-0.1513740102468561,23.301498622639883,0.27840095186618885,0.3398818776107954,1.3773047785183,"{""type"":""Point"",""coordinates"":[58.68834826666195,43.46990501075844]}"
28,52,40.70052631578949,0.09722222222222218,-0.19192982456140348,19.166197372699266,0.36215789374249463,1.9804187795279717,1.9391573901769408,"{""type"":""Point"",""coordinates"":[58.339497305762464,43.75633470988992]}"
29,53,38.77105263157898,0.056474820143884955,-0.1558441558441559,26.763254787805636,0.33883851611055077,0.39532070209540365,1.841797578430958,"{""type"":""Point"",""coordinates"":[59.265639217151545,43.59892772807716]}"
30,43,42.03842105263158,0.08517592770621035,-0.170468685192866,16.023798108799383,0.31079962998690974,0.11593620909182091,1.9772442801859273,"{""type"":""Point"",""coordinates"":[59.12745153858703,43.92008679616075]}"
31,51,43.11947368421056,0.07835555906257402,-0.14946589284212294,28.442250338222948,0.3862277048581575,0.68216245250071,2.210824919840585,"{""type"":""Point"",""coordinates"":[60.184400976307295,43.7131066020555]}"
32,41,44.39105263157899,0.06697677799178686,-0.13922085984789695,26.321888775753905,0.42413222658152255,0.0,2.4077079585757666,"{""type"":""Point"",""coordinates"":[60.31517882965002,44.19195892210243]}"
33,52,27.676315789473733,0.6698306346547552,-0.5519806261892406,31.694810890949157,0.07848238655902355,0.28156411346410415,2.0102934559886743,"{""type"":""Point"",""coordinates"":[59.81247521281825,43.46417066094323]}"
34,59,43.913157894736855,0.11015607328658676,-0.18745765992451371,24.141575762594584,0.3232839705661263,0.8748998893646864,2.1591072810551326,"{""type"":""Point"",""coordinates"":[60.71977225171227,43.777679065469655]}"
35,53,43.327894736842154,0.044474683091026236,-0.10259318061540783,27.85641894598666,0.4464483900743736,0.48463706385114,2.0804665191171026,"{""type"":""Point"",""coordinates"":[61.089204092243605,44.14073725163258]}"
36,45,40.90473684210531,0.22587719298245615,-0.2715382428205857,19.66605459945913,0.1906490230764375,0.0,1.6881942338200762,"{""type"":""Point"",""coordinates"":[58.72491916362597,43.81664871240851]}"
37,60,43.22684210526319,0.08677248677248678,-0.17534537725823593,22.861672389727573,0.39349592437533576,0.49714391470189895,2.1318500040391966,"{""type"":""Point"",""coordinates"":[60.953138113154544,43.992572385227085]}"
38,29,38.74888888888893,0.00833194467588736,-0.0319774878485546,37.218995821542876,0.4111914912786985,0.0,1.616098391429323,"{""type"":""Point"",""coordinates"":[58.67038147980019,45.33276289999994]}"
39,36,45.236315789473736,0.03156917363045493,-0.1058394160583941,26.61346507871349,0.4129608456016139,0.1991371543895265,2.0259807314057676,"{""type"":""Point"",""coordinates"":[58.44948785990168,44.269407007465325]}"
40,29,25.59947368421058,-0.32650448143405886,0.7117808219178083,33.73970997275171,0.08228256194358559,0.0,1.6959530953110864,"{""type"":""Point"",""coordinates"":[58.50855026005873,45.00761079954117]}"
41,41,45.291052631578964,0.04675204443758678,-0.12784704904405658,22.00964885945541,0.40524128614937543,0.0,1.9615546769380185,"{""type"":""Point"",""coordinates"":[58.75394083985189,44.02273146406013]}"
42,29,21.641578947368487,-0.3408450704225352,0.7093167701863353,29.127508112302166,0.07280027472475636,0.0,1.5846438943991905,"{""type"":""Point"",""coordinates"":[58.50882876906493,45.186077835258565]}"
43,49,42.98157894736846,0.05535291798107253,-0.11341653666146644,30.38949802517891,0.4275140108165397,0.19932174818957876,2.056569804043151,"{""type"":""Point"",""coordinates"":[60.72038416179851,44.35223206328162]}"
44,55,41.64368421052632,0.07797955135052653,-0.1787084932421158,26.530796325452684,0.3896532047859994,0.3827682354771826,2.0820229792303966,"{""type"":""Point"",""coordinates"":[60.44256913686893,43.49991795802149]}"
45,55,38.95526315789476,0.2477693891557996,-0.3088552915766739,24.07722572525381,0.21854830129744773,0.2817715232791864,1.7632301744565675,"{""type"":""Point"",""coordinates"":[59.21517487561933,43.60054678563016]}"
46,46,42.26263157894738,0.04909190328051681,-0.11077674888706453,30.31160446767899,0.513339936104722,0.2318714688075476,2.2005705396461113,"{""type"":""Point"",""coordinates"":[60.592434732252286,44.223744824493984]}"
47,33,37.71526315789475,0.07256423781177007,-0.13282928770393956,38.88766981438914,0.41095139615287835,0.5090342904828333,1.6074732005097714,"{""type"":""Point"",""coordinates"":[58.753161718714075,45.4382837152641]}"
48,49,42.887894736842156,0.06469350349602881,-0.12337499552340365,35.09029566416575,0.4607238903345473,0.6468771574676986,2.043298216909441,"{""type"":""Point"",""coordinates"":[60.78340866932756,44.20240515011666]}"
49,53,40.98789473684212,0.10140728476821197,-0.17873754152823917,24.03742253081873,0.2854918037352386,0.16041237351467505,2.0202717399529257,"{""type"":""Point"",""coordinates"":[59.45248348627998,43.71882714449064]}"
50,178,37.959473684210536,0.10524922805469782,-0.19908116385911176,25.904420745819607,0.3287130093257643,0.40178094838658274,1.528278396825867,"{""type"":""Point"",""coordinates"":[58.25543055661244,45.03591782443511]}"
51,50,43.75315789473689,0.1036050665800584,-0.1918625043844265,24.369941633019153,0.1797638450857124,0.11593620909182091,1.7171112420101,"{""type"":""Point"",""coordinates"":[59.082734907050366,43.7129187445188]}"
52,56,43.38473684210527,0.08183821214982687,-0.15919055649241148,30.92660826444626,0.383717839043222,1.3295383962190768,1.9950439904861603,"{""type"":""Point"",""coordinates"":[61.075186078232626,44.26680777826141]}"
53,29,40.528823529411795,0.035339717282261776,-0.08267270668176674,72.06018330710504,0.5718795087253957,0.0,2.3625242248433893,"{""type"":""Point"",""coordinates"":[59.14273259338535,44.33992512364493]}"
54,29,39.52333333333337,0.03269537480063797,-0.07424305267523852,41.618693479666945,0.49448382177782113,0.0,2.394900071901462,"{""type"":""Point"",""coordinates"":[60.372487707183254,44.4987099993936]}"
55,29,22.470000000000027,-0.425328862522569,0.7324045159740572,32.010590916669344,0.07723154342624522,0.0,1.6577254319824128,"{""type"":""Point"",""coordinates"":[58.302259423818455,44.830641988523865]}"
56,40,42.19105263157894,0.05189108665066621,-0.12867418524109758,17.32098829624738,0.3770902411890289,0.16100472667620114,2.264131591812106,"{""type"":""Point"",""coordinates"":[59.620507849913686,43.93889977439383]}"
57,54,45.07105263157894,0.08878923766816144,-0.1667467563671312,28.948902946009184,0.4006932118217128,0.0,2.132344905704773,"{""type"":""Point"",""coordinates"":[60.80362243048134,43.63096786296951]}"
58,33,40.541578947368464,0.060459101196249546,-0.11269421263315009,38.88766981438914,0.4887196179815171,0.1651771978779284,1.6074732005097714,"{""type"":""Point"",""coordinates"":[58.78100939926279,45.421417414269634]}"
59,45,43.287894736842134,0.04336563797954534,-0.10463851718757386,26.051699764211662,0.47650011542495974,0.9966513541374726,2.3156563827824783,"{""type"":""Point"",""coordinates"":[60.41312485086244,44.14590838489943]}"
60,29,40.682631578947394,0.027900539139480002,-0.08048250710105875,27.42949787188627,0.5112659719654938,0.0,1.9877333400445414,"{""type"":""Point"",""coordinates"":[58.37212640488013,44.36789144922071]}"
61,29,41.26000000000005,0.033833188747056694,-0.08591512626920074,66.71160300491829,0.5246096167627887,0.0,2.3625242248433893,"{""type"":""Point"",""coordinates"":[59.10585263907689,44.25547328870618]}"
62,29,24.46473684210531,-0.41085271317829464,0.7900552486187844,42.83294331629759,0.10096103208664221,0.0,1.6310206698887668,"{""type"":""Point"",""coordinates"":[58.63510301467875,45.17716347939894]}"
63,35,44.39421052631582,0.01991525423728812,-0.09037372593431481,14.680078537974623,0.30630104472560976,0.23187146880717693,2.3036704170353346,"{""type"":""Point"",""coordinates"":[59.37611991302072,44.01106240765989]}"
64,51,43.01631578947371,0.09239082292497126,-0.150802538260545,29.301340220321435,0.3425916994032401,0.39549329111808895,2.1346699338019084,"{""type"":""Point"",""coordinates"":[60.24787194418842,43.63792488606839]}"
65,43,42.88578947368421,0.0674242424242424,-0.16905206388716032,16.400420814163226,0.3173870350219114,0.11593620909200625,2.057727218122799,"{""type"":""Point"",""coordinates"":[59.18396764298488,43.89691093822128]}"
66,29,39.511052631578934,0.028550906805530595,-0.07554609751517802,47.14792725576808,0.5486151884517964,0.0,2.095545658753879,"{""type"":""Point"",""coordinates"":[58.68166197036954,44.413683502222455]}"
67,29,39.752105263157944,0.024627164162047837,-0.06345629225477405,61.88971019437372,0.5813627116525448,0.0,1.822821193379688,"{""type"":""Point"",""coordinates"":[58.7106686532659,44.754324235168234]}"
68,29,40.58888888888896,0.03254882323485231,-0.08298319327731092,37.20409416034818,0.39060933168576506,0.0,2.3862983082415203,"{""type"":""Point"",""coordinates"":[60.40806282212943,44.44788867663225]}"
69,29,41.638750000000016,0.012618532068991281,-0.04122840690978893,29.144634194133687,0.45471441587000516,0.0,2.755222864858955,"{""type"":""Point"",""coordinates"":[59.7500056979605,44.338357510741076]}"
70,29,39.71421052631581,0.011975018621440459,-0.04477965099083111,38.20490655745016,0.590610616226969,0.0,1.845098747807545,"{""type"":""Point"",""coordinates"":[59.51858535386354,45.074452704356666]}"
71,36,40.80052631578951,0.07265451311694086,-0.15858226875420228,13.164360709968605,0.3404783253013325,0.0,2.3743215106268596,"{""type"":""Point"",""coordinates"":[59.58059926890526,44.033735393779665]}"
72,58,44.72684210526319,0.0744031093836758,-0.18176960073288034,24.047532669648717,0.42772977742962903,1.138690106426111,2.136114315764541,"{""type"":""Point"",""coordinates"":[60.87140823357117,43.485521233376794]}"
73,53,43.12578947368422,0.07964601769911504,-0.1492010092514718,28.107210891423165,0.38568879942253964,0.728647485933171,2.132344905704773,"{""type"":""Point"",""coordinates"":[60.76258960756492,43.59361303915378]}"
74,42,41.583684210526314,0.12328200888705174,-0.18383794380309304,17.097826121484104,0.2829954637445625,0.8118514086112383,2.1869828630219534,"{""type"":""Point"",""coordinates"":[59.73145100464084,43.83233631097927]}"
75,35,40.515263157894765,0.029356205646602337,-0.07256091073518457,114.2692565915105,0.6448839527387854,0.2005251997442299,1.7701780238841873,"{""type"":""Point"",""coordinates"":[59.172251060625015,44.878135787235244]}"
76,39,38.55315789473684,0.04389189189189192,-0.088797429103005,116.6177089465782,0.5989968635143259,0.20075269977100968,1.6671422346034455,"{""type"":""Point"",""coordinates"":[58.95682429470952,44.976887182428]}"
77,54,40.2247368421053,0.06448536930023094,-0.13669747280608485,27.897851357127365,0.40358913328563495,0.0,1.9194565120890315,"{""type"":""Point"",""coordinates"":[59.48537205254028,43.489831428221216]}"
78,34,36.946842105263215,0.03656307129798899,-0.07502708559046581,75.35296747509165,0.502702158340304,1.3816572561884946,2.093339292488046,"{""type"":""Point"",""coordinates"":[59.154139458029405,44.56347506812433]}"
79,45,44.047894736842125,0.03980133820790514,-0.09621118464111707,27.44484910967003,0.4665174058917845,0.49644147998661,2.3026772319639424,"{""type"":""Point"",""coordinates"":[60.18670505358425,43.90321281507611]}"
80,29,42.94777777777779,0.0280816921954777,-0.07842387146136187,27.78945998805284,0.3592423416024342,0.0,2.623746681815416,"{""type"":""Point"",""coordinates"":[60.13647097103715,44.26859467345317]}"
81,50,42.31736842105266,0.0818017635185382,-0.13336486824897748,25.578853760733182,0.38777288778355823,0.3422073100554885,2.218337895886329,"{""type"":""Point"",""coordinates"":[60.51964050940842,43.93418295300156]}"
82,38,41.21526315789475,0.04088864658579804,-0.08882235528942119,80.1042861713031,0.4753005628021073,0.34898157138542235,1.624625595430661,"{""type"":""Point"",""coordinates"":[58.854573782819,45.216811043700226]}"
83,58,43.581578947368484,0.08167546842219489,-0.17741554453106548,28.46877868802403,0.410987037508484,0.11593620909182091,2.1373975897710307,"{""type"":""Point"",""coordinates"":[61.09238491140341,43.812058342273836]}"
84,52,27.73105263157896,0.5222412318220702,-0.47492747617074177,31.694810890949157,0.08445380394037914,0.19742878140886588,2.0102934559886743,"{""type"":""Point"",""coordinates"":[59.82194124555277,43.490345076944735]}"
85,29,42.695555555555586,0.020620826300726508,-0.050294517444494785,38.87186654131165,0.45844267089789975,0.0,2.193264795998555,"{""type"":""Point"",""coordinates"":[59.7384261973453,44.7239916896624]}"
86,34,41.33947368421059,0.04224576854272741,-0.11958610495195857,25.759596270487236,0.4580271171011603,0.1617562427718243,2.479963705037971,"{""type"":""Point"",""coordinates"":[60.22316342328551,44.213406617538915]}"
87,29,38.163333333333355,0.029821775189694706,-0.06522268191774153,37.102374429587144,0.5635293537163791,0.0,2.0230234038632995,"{""type"":""Point"",""coordinates"":[59.67255695274764,44.921368251870476]}"
88,54,44.3889473684211,0.05789616743680344,-0.11486680034374105,30.729488389319158,0.4643409953902412,0.38294351644101887,2.1414974091631938,"{""type"":""Point"",""coordinates"":[60.816112052381335,43.65645716038098]}"
89,34,42.28578947368425,0.048476090383604814,-0.1453788748564868,41.256328661080715,0.468836522681414,0.19969357662525264,2.1592581183031627,"{""type"":""Point"",""coordinates"":[60.56314049441625,44.51673003603049]}"
90,29,39.05631578947373,0.025494800402549554,-0.06155048181265742,41.83550243736289,0.39676858809638643,0.0,1.7789983717238398,"{""type"":""Point"",""coordinates"":[58.553382109492105,44.879821067419705]}"
91,44,40.19210526315794,0.13593256059009487,-0.21537064294885858,16.39875236799344,0.3226553583590047,0.19811071234486513,2.170939267964318,"{""type"":""Point"",""coordinates"":[59.57387778577522,43.805534250942124]}"
92,55,44.541578947368464,0.0806587837837838,-0.18444804443415883,29.526138822449866,0.4201064061639622,0.49316652439938385,2.121351164152262,"{""type"":""Point"",""coordinates"":[60.848353293615865,43.484200545067985]}"
93,56,41.67631578947373,0.23544303797468352,-0.27681841967556253,24.750112685379463,0.2046954811421102,0.0,1.2693977101331688,"{""type"":""Point"",""coordinates"":[58.84073351763067,43.334698383057805]}"
94,29,41.55235294117648,0.025641025641025637,-0.057975761546020285,24.539214941912633,0.4205599630254882,0.0,2.522539090362154,"{""type"":""Point"",""coordinates"":[59.90435182554287,44.50759040072831]}"
95,59,42.80368421052634,0.06904643390457234,-0.181268170032215,22.49846062920551,0.4183127299043145,2.419458526922476,2.107057216508405,"{""type"":""Point"",""coordinates"":[60.48623412555534,43.46127644897265]}"
96,53,26.08263157894737,0.4738104758096761,-0.42785202401704436,25.108177288784645,0.09891138710987729,0.23187146880717693,2.052976597685076,"{""type"":""Point"",""coordinates"":[59.72615535124226,43.60439390922078]}"
97,29,22.33631578947376,-0.3394255874673629,0.7071759259259259,37.03510370879553,0.07808319281381877,0.0,1.6211804552318028,"{""type"":""Point"",""coordinates"":[58.438406632032304,45.01682995443144]}"
98,29,41.76500000000004,0.018977108331205843,-0.05693353340983317,32.031206786152325,0.39293975365187983,0.0,2.7244035018579082,"{""type"":""Point"",""coordinates"":[59.69825632369976,44.21661245669087]}"
99,50,43.558421052631616,0.12284569138276558,-0.2044282029234738,22.168691644634237,0.2865987177221838,0.160151258386238,2.0975253363768243,"{""type"":""Point"",""coordinates"":[59.90303608836137,43.62063496030232]}"
100,29,38.138888888888914,0.018858979086551125,-0.05462328066851151,49.26972385829367,0.5089123819480128,0.0,1.6318677691314831,"{""type"":""Point"",""coordinates"":[58.66527526348049,45.132851564659575]}"
101,52,31.25421052631583,0.1181796521324756,-0.20906865902357336,25.36647316678136,0.24042826892859331,0.19763876701034142,2.066835821319115,"{""type"":""Point"",""coordinates"":[59.82647846027935,43.58737150866977]}"
102,29,42.05705882352942,0.022621530563131723,-0.052162429844833214,44.72292795588692,0.41857803334623284,0.0,2.431246476385964,"{""type"":""Point"",""coordinates"":[59.32927904104871,44.43781438906734]}"
103,57,40.24789473684211,0.060158232572025676,-0.14733441033925687,26.394589637524405,0.41078248502096587,0.1596564068553932,1.7643835832270367,"{""type"":""Point"",""coordinates"":[59.41039450259098,43.43424006950184]}"
104,42,42.05736842105267,0.03531498021236565,-0.10558403768879042,36.82030279934406,0.49229384884549504,0.1993317512181062,2.056569804043151,"{""type"":""Point"",""coordinates"":[60.6562254317976,44.35836160953478]}"
105,157,42.478421052631575,0.05778894472361808,-0.16155732679337825,16.02446575193403,0.4344059161659749,0.16041832327796193,1.8594667417526745,"{""type"":""Point"",""coordinates"":[58.32595397291477,43.72269970613882]}"
106,29,39.47444444444449,0.059923501912452194,-0.10647737355811893,72.75969391140893,0.44872669855937924,0.0,1.7204026433938329,"{""type"":""Point"",""coordinates"":[58.754263894287,44.90329469581291]}"
107,52,37.04052631578952,0.10769230769230771,-0.17907273500638027,27.333546254129033,0.29514723444409907,0.4732105592607712,2.2136975318328687,"{""type"":""Point"",""coordinates"":[60.36848085961656,43.73180136571763]}"
108,29,34.120526315789505,0.10734463276836154,-0.18525073746312684,35.27313576759144,0.4256731727511143,0.0,1.5485224907331987,"{""type"":""Point"",""coordinates"":[58.22330245104444,44.828777108575096]}"
109,36,45.620526315789505,0.03769725306838113,-0.10125600868351686,29.098704791125783,0.43865992522682073,0.0,2.2131177319528192,"{""type"":""Point"",""coordinates"":[59.066296109258566,44.08229810599456]}"
110,47,42.976315789473745,0.06663875514618661,-0.12172713396735943,25.071831605193438,0.4487203852066451,0.11593620909182091,2.154724760287068,"{""type"":""Point"",""coordinates"":[60.70411288165991,44.13299116109141]}"
111,60,39.90894736842108,0.11253241140881588,-0.21250941974378296,22.889621573001932,0.33102249168296705,0.0,1.3428431742177698,"{""type"":""Point"",""coordinates"":[58.995305112423544,43.24751817429941]}"
112,29,42.11947368421056,0.02948440876813832,-0.07123925789093245,35.594555032141216,0.427076963204526,0.0,2.4612429269741347,"{""type"":""Point"",""coordinates"":[60.19135116448548,44.37596672441289]}"
113,54,39.24052631578951,0.11756146128513449,-0.19871847531422,26.512033640503432,0.37740644536096624,0.15961538361329752,1.8269553034565116,"{""type"":""Point"",""coordinates"":[59.45891675210516,43.418710232025504]}"
114,57,44.468947368421084,0.0645161290322581,-0.14910949604664173,28.003719275940966,0.4133540038514203,0.11593620909182091,2.0602527639405337,"{""type"":""Point"",""coordinates"":[60.18040745760406,43.45504760709155]}"
115,29,39.53666666666669,0.024969654933240798,-0.05761316872427985,37.21850399456525,0.38522531718463154,0.0,1.552148159908688,"{""type"":""Point"",""coordinates"":[58.727000832702856,45.431125091663496]}"
116,29,22.368947368421118,-0.41378026070763496,0.7397056391599142,37.45846425559671,0.07988512670946799,0.0,1.528278396825867,"{""type"":""Point"",""coordinates"":[58.34569521776624,44.97477488698447]}"
117,54,41.90578947368425,0.08622865315050049,-0.1533720410897722,25.917921061311063,0.3603952066828858,0.11593620909182091,2.068732296108882,"{""type"":""Point"",""coordinates"":[60.32147864470392,43.52729701682437]}"
118,43,41.287894736842134,0.07185284537267676,-0.14046890927624875,17.37303418022111,0.3210879630257104,0.16074661423453848,1.8190805798782432,"{""type"":""Point"",""coordinates"":[58.51018470125123,43.84296419198271]}"
119,53,41.779473684210586,0.06899841017488076,-0.1539385618671701,22.628637428764705,0.382745463722302,0.11593620909182091,1.3773047785183,"{""type"":""Point"",""coordinates"":[58.70776294580689,43.5279473899732]}"
120,54,40.28894736842108,0.08790309379603858,-0.15462126476719942,25.20850585279186,0.36988221098073915,0.11593620909182091,1.9595250447784043,"{""type"":""Point"",""coordinates"":[59.39926079857486,43.70132663439614]}"
121,29,23.031052631578973,-0.45423143350604483,0.744543249797898,37.36873390183655,0.11582236398899826,0.0,1.9353439425671966,"{""type"":""Point"",""coordinates"":[58.45239776553308,44.677507870007666]}"
122,44,42.22052631578947,0.04553036387224315,-0.10657774290571462,26.209811927932606,0.5156351641422451,0.0,2.288594863586257,"{""type"":""Point"",""coordinates"":[60.51617000087726,44.08050539902946]}"
123,36,37.13947368421054,0.03501017329684983,-0.08846749797092894,70.64096827163951,0.46219167560656044,0.16358166951736447,1.7204026433938329,"{""type"":""Point"",""coordinates"":[58.75874552483255,44.86841339556375]}"
124,43,40.5268421052632,0.06839397980567725,-0.1384490458790093,16.95504284588378,0.32374232037223677,0.3217664943610107,1.908752864367799,"{""type"":""Point"",""coordinates"":[58.51727564971736,43.89566608681613]}"
125,52,35.48684210526318,0.0709793351302785,-0.1467051467051467,26.429724762528167,0.27246467660964785,0.19741450695872248,1.4879957153875585,"{""type"":""Point"",""coordinates"":[58.460200110855425,43.484713111927675]}"
126,53,40.96052631578948,0.06989625098168893,-0.14306406882054726,30.915764762474282,0.37141752681450024,0.19740975001969524,1.9194565120890315,"{""type"":""Point"",""coordinates"":[59.50672324102167,43.48280747377073]}"
127,39,41.26789473684215,0.09781255557531565,-0.17794103616067164,15.743957843644239,0.33276941340814364,0.11593620909182091,2.4034522132294005,"{""type"":""Point"",""coordinates"":[59.88062465110594,43.970178096654934]}"
128,46,42.76157894736849,0.04116945107398562,-0.11912778579445243,18.501420112600513,0.4227978831545872,0.16054939096208892,1.8843681735625788,"{""type"":""Point"",""coordinates"":[58.407321551848966,43.770284863300546]}"
129,29,42.74000000000001,0.01900341536036425,-0.05427199420132279,44.11622258475836,0.3827831043815806,0.0,2.6303971765037435,"{""type"":""Point"",""coordinates"":[59.37372846734321,44.25890962833299]}"
130,48,42.89842105263159,0.06470177886292283,-0.1413348289399887,28.463214759074617,0.4707319029388644,0.11593620909200625,2.2005705396461113,"{""type"":""Point"",""coordinates"":[60.63965087083901,44.17578571246389]}"
131,46,44.69210526315794,0.056496742046761285,-0.11848725856192176,27.631418332879548,0.41038846535934703,0.3478048298168038,2.3026772319639424,"{""type"":""Point"",""coordinates"":[60.20083391363355,43.945563674265046]}"
132,43,42.083684210526314,0.05645845571437897,-0.12501737639590377,30.378482177853584,0.4792249370366465,0.0,2.1630812706605274,"{""type"":""Point"",""coordinates"":[60.634501978803584,44.32395267515061]}"
133,32,44.077058823529455,0.028694968553459127,-0.08341958186710821,33.523623728891835,0.3317775911661305,0.1988248536281444,2.314196607393379,"{""type"":""Point"",""coordinates"":[59.15951848338183,44.129976679131694]}"
134,39,42.06368421052633,0.052290717198368884,-0.0979165363198398,56.894876611200516,0.53481605482633,0.0,1.9890008263206864,"{""type"":""Point"",""coordinates"":[58.795083310672844,44.474801014810744]}"
135,43,43.76578947368421,0.07987321711568938,-0.19480974925477818,25.160035919094298,0.3701219393659338,0.19856897254316327,1.9704435979138644,"{""type"":""Point"",""coordinates"":[58.67964969090895,44.013422925489834]}"
136,41,41.34263157894742,0.05382865807429867,-0.10485526925879313,120.00053237274369,0.5042994968270343,0.3465485826035697,1.831024418072061,"{""type"":""Point"",""coordinates"":[59.064867153855374,44.766303817967795]}"
